Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/25/20,7/25/20,7/25/20,By week,California,Week-ending,985,"6,196",1.29,861,556,,"1,290",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/1/20,8/1/20,By week,California,Week-ending,990,"6,279",1.33,868,567,0,"1,291",
9/25/20,8/8/20,8/8/20,By week,California,Week-ending,972,"6,234",1.31,840,570,0,"1,242",
9/25/20,8/15/20,8/15/20,By week,California,Week-ending,854,"6,199",1.32,795,498,0,"1,151",
9/25/20,8/22/20,8/22/20,By week,California,Week-ending,801,"6,305",1.35,709,459,0,"1,051",
9/25/20,8/29/20,8/29/20,By week,California,Week-ending,687,"5,641",1.17,639,387,,940,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,California,Week-ending,506,"5,167",1.07,542,298,0,750,
9/25/20,9/12/20,9/12/20,By week,California,Week-ending,281,"4,450",0.94,391,161,0,511,
9/25/20,9/19/20,9/19/20,By week,California,Week-ending,59,"2,056",0.43,126,37,0,148,
9/25/20,2/1/20,2/1/20,By week,Colorado,Week-ending,0,791,0.98,46,0,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/8/20,2/8/20,By week,Colorado,Week-ending,0,846,1.04,50,0,11,61,
9/25/20,2/15/20,2/15/20,By week,Colorado,Week-ending,0,807,0.98,49,0,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,Colorado,Week-ending,0,880,1.09,45,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Colorado,Week-ending,0,842,1.08,57,0,16,73,
9/25/20,3/7/20,3/7/20,By week,Colorado,Week-ending,0,821,1.01,51,0,10,61,
9/25/20,3/14/20,3/14/20,By week,Colorado,Week-ending,,822,1.02,37,0,11,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Colorado,Week-ending,16,890,1.11,70,,11,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Colorado,Week-ending,46,859,1.12,91,27,,117,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Colorado,Week-ending,130,966,1.26,158,86,,207,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Colorado,Week-ending,214,"1,096",1.39,190,123,,283,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,Colorado,Week-ending,217,"1,104",1.43,161,118,0,260,
9/25/20,4/25/20,4/25/20,By week,Colorado,Week-ending,223,"1,066",1.45,162,111,,274,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/2/20,5/2/20,By week,Colorado,Week-ending,187,996,1.35,138,89,0,236,
9/25/20,5/9/20,5/9/20,By week,Colorado,Week-ending,139,904,1.21,109,65,0,183,
9/25/20,5/16/20,5/16/20,By week,Colorado,Week-ending,97,883,1.23,88,45,0,140,
9/25/20,5/23/20,5/23/20,By week,Colorado,Week-ending,93,846,1.13,64,28,0,129,
9/25/20,5/30/20,5/30/20,By week,Colorado,Week-ending,75,833,1.17,66,39,0,102,
9/25/20,6/6/20,6/6/20,By week,Colorado,Week-ending,63,820,1.13,57,32,0,88,
9/25/20,6/13/20,6/13/20,By week,Colorado,Week-ending,59,811,1.14,62,34,0,87,
9/25/20,6/20/20,6/20/20,By week,Colorado,Week-ending,38,857,1.2,58,19,0,77,
9/25/20,6/27/20,6/27/20,By week,Colorado,Week-ending,22,876,1.27,44,,0,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/4/20,7/4/20,By week,Colorado,Week-ending,25,783,1.09,41,14,0,52,
9/25/20,7/11/20,7/11/20,By week,Colorado,Week-ending,29,813,1.17,40,11,0,58,
9/25/20,7/18/20,7/18/20,By week,Colorado,Week-ending,43,808,1.18,55,22,0,76,
9/25/20,7/25/20,7/25/20,By week,Colorado,Week-ending,32,830,1.19,57,23,0,66,
9/25/20,8/1/20,8/1/20,By week,Colorado,Week-ending,35,807,1.13,51,18,0,68,
9/25/20,8/8/20,8/8/20,By week,Colorado,Week-ending,37,837,1.2,49,19,0,67,
9/25/20,8/15/20,8/15/20,By week,Colorado,Week-ending,28,821,1.17,39,18,0,49,
9/25/20,8/22/20,8/22/20,By week,Colorado,Week-ending,18,848,1.17,37,11,0,44,
9/25/20,8/29/20,8/29/20,By week,Colorado,Week-ending,28,800,1.13,38,,0,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,Colorado,Week-ending,20,709,0.97,23,,0,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/12/20,9/12/20,By week,Colorado,Week-ending,21,742,1.01,42,,0,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,Colorado,Week-ending,,420,0.58,10,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Connecticut,Week-ending,0,681,1.03,41,0,12,53,
9/25/20,2/8/20,2/8/20,By week,Connecticut,Week-ending,0,647,0.93,38,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,Connecticut,Week-ending,0,633,0.96,34,0,13,47,
9/25/20,2/22/20,2/22/20,By week,Connecticut,Week-ending,0,647,0.97,35,0,11,46,
9/25/20,2/29/20,2/29/20,By week,Connecticut,Week-ending,0,633,1,59,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,Connecticut,Week-ending,0,622,0.98,39,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,Connecticut,Week-ending,0,625,0.99,36,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Connecticut,Week-ending,11,666,1.04,47,,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Connecticut,Week-ending,49,748,1.18,51,14,,89,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Connecticut,Week-ending,202,886,1.36,91,32,,262,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Connecticut,Week-ending,508,"1,260",1.94,164,119,,555,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/18/20,4/18/20,By week,Connecticut,Week-ending,673,"1,388",2.34,165,128,,712,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/25/20,4/25/20,By week,Connecticut,Week-ending,670,"1,339",2.14,189,147,0,712,
9/25/20,5/2/20,5/2/20,By week,Connecticut,Week-ending,567,"1,166",2.01,170,130,0,607,
9/25/20,5/9/20,5/9/20,By week,Connecticut,Week-ending,463,"1,048",1.82,153,118,0,498,
9/25/20,5/16/20,5/16/20,By week,Connecticut,Week-ending,381,945,1.69,114,88,0,407,
9/25/20,5/23/20,5/23/20,By week,Connecticut,Week-ending,283,817,1.41,90,58,,315,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,5/30/20,5/30/20,By week,Connecticut,Week-ending,206,753,1.34,68,44,0,230,
9/25/20,6/6/20,6/6/20,By week,Connecticut,Week-ending,116,661,1.09,48,19,0,145,
9/25/20,6/13/20,6/13/20,By week,Connecticut,Week-ending,85,624,1.13,32,16,0,101,
9/25/20,6/20/20,6/20/20,By week,Connecticut,Week-ending,44,568,1.01,30,,0,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/27/20,6/27/20,By week,Connecticut,Week-ending,43,587,1.03,38,15,0,66,
9/25/20,7/4/20,7/4/20,By week,Connecticut,Week-ending,22,537,0.92,23,,0,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/11/20,7/11/20,By week,Connecticut,Week-ending,23,596,1.04,28,,0,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/18/20,7/18/20,By week,Connecticut,Week-ending,17,549,0.97,24,,0,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,Connecticut,Week-ending,15,566,1.01,16,,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/1/20,8/1/20,By week,Connecticut,Week-ending,10,507,0.88,19,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/8/20,8/8/20,By week,Connecticut,Week-ending,,428,0.76,18,0,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/15/20,8/15/20,By week,Connecticut,Week-ending,,402,0.74,15,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/22/20,8/22/20,By week,Connecticut,Week-ending,,329,0.6,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/29/20,8/29/20,By week,Connecticut,Week-ending,,265,0.47,12,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,Connecticut,Week-ending,0,66,0.12,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/12/20,9/12/20,By week,Connecticut,Week-ending,0,,0.02,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,Connecticut,Week-ending,,,0.01,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/1/20,2/1/20,By week,Delaware,Week-ending,0,183,0.99,14,0,0,14,
9/25/20,2/8/20,2/8/20,By week,Delaware,Week-ending,0,191,1.02,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/15/20,2/15/20,By week,Delaware,Week-ending,0,202,1.03,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,Delaware,Week-ending,0,193,1,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/29/20,2/29/20,By week,Delaware,Week-ending,0,163,0.9,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/7/20,3/7/20,By week,Delaware,Week-ending,0,200,1.08,13,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/14/20,3/14/20,By week,Delaware,Week-ending,0,189,1.02,,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/21/20,3/21/20,By week,Delaware,Week-ending,0,221,1.17,16,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,3/28/20,3/28/20,By week,Delaware,Week-ending,,188,0.93,12,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/4/20,4/4/20,By week,Delaware,Week-ending,,214,1.25,19,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,4/11/20,4/11/20,By week,Delaware,Week-ending,24,219,1.22,21,11,0,34,
9/25/20,4/18/20,4/18/20,By week,Delaware,Week-ending,40,227,1.19,27,17,0,50,
9/25/20,4/25/20,4/25/20,By week,Delaware,Week-ending,64,285,1.71,38,27,0,75,
9/25/20,5/2/20,5/2/20,By week,Delaware,Week-ending,74,250,1.58,37,29,0,82,
9/25/20,5/9/20,5/9/20,By week,Delaware,Week-ending,64,269,1.64,34,27,0,71,
9/25/20,5/16/20,5/16/20,By week,Delaware,Week-ending,75,276,1.67,26,19,0,82,
9/25/20,5/23/20,5/23/20,By week,Delaware,Week-ending,49,221,1.29,24,17,0,56,
9/25/20,5/30/20,5/30/20,By week,Delaware,Week-ending,49,226,1.38,26,16,0,59,
9/25/20,6/6/20,6/6/20,By week,Delaware,Week-ending,23,178,1.05,15,,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/13/20,6/13/20,By week,Delaware,Week-ending,20,196,1.21,12,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/20/20,6/20/20,By week,Delaware,Week-ending,,156,0.93,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,6/27/20,6/27/20,By week,Delaware,Week-ending,,197,1.15,12,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/4/20,7/4/20,By week,Delaware,Week-ending,,195,1.09,15,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/11/20,7/11/20,By week,Delaware,Week-ending,,190,1.15,10,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/18/20,7/18/20,By week,Delaware,Week-ending,,187,1.03,11,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,7/25/20,7/25/20,By week,Delaware,Week-ending,,197,1.21,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/1/20,8/1/20,By week,Delaware,Week-ending,,188,1.19,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/8/20,8/8/20,By week,Delaware,Week-ending,,187,1.04,12,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/15/20,8/15/20,By week,Delaware,Week-ending,,176,1.05,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/22/20,8/22/20,By week,Delaware,Week-ending,,165,0.96,,,0,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,8/29/20,8/29/20,By week,Delaware,Week-ending,,144,0.84,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/5/20,9/5/20,By week,Delaware,Week-ending,,132,0.79,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/12/20,9/12/20,By week,Delaware,Week-ending,,80,0.48,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,9/19/20,9/19/20,By week,Delaware,Week-ending,0,10,0.06,0,0,0,0,
9/25/20,2/1/20,2/1/20,By week,District of Columbia,Week-ending,0,143,1.1,11,0,0,11,
9/25/20,2/8/20,2/8/20,By week,District of Columbia,Week-ending,0,131,1.01,10,0,0,10,
9/25/20,2/15/20,2/15/20,By week,District of Columbia,Week-ending,0,122,0.94,12,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/25/20,2/22/20,2/22/20,By week,District of Columbia,Week-ending,0,104,0.94,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
